categories,name,kkal,belki,fat,ugl
Шоколад,Шоколад Alpen Gold Молочный,522,5.7,27.9,61.4
Шоколад,Шоколад Nuts Мегабайт,504,6.8,26.7,59.1
Шоколад,Шоколад Ritter Sport Schokowurfel,562,7.0,37.0,50.0
Шоколад,Шоколад Бабаевский Горький с целым миндалём,570,8.3,40.9,43.2
Шоколад,Шоколад Бабаевский Оригинальный,552,6.9,36.0,52.1
Шоколад,Шоколад Bounty Райское Манго,485,3.0,25.5,59.5
Шоколад,Шоколад Ritter Sport зимний Апельсин-Марципан,497,6.0,27.0,57.0
Шоколад,Шоколад Snickers с семечками,536,8.8,31.5,53.0
Шоколад,Шоколад Ritter Sport молочный с нежным йогуртом,571,8.7,38.1,48.4
Шоколад,Шоколад Корона Экстра чёрный,541,9.1,40.9,33.1
Шоколад,Шоколад Nue Milk Chocolate Gianduia,610,6.5,47.0,40.0
Шоколад,Шоколад Бабаевский Люкс,549,5.4,36.2,51.8
Шоколад,Шоколад Lindt Excellence 99% какао,530,13.0,49.0,8.0
Шоколад,Шоколад Ritter Sport молочный с кукурузными хлопьями,519,6.4,28.0,60.5
Шоколад,Шоколад Шок XXL миндаль,482,7.0,23.3,61.1
Шоколад,Шоколад KitKat,524,6.3,28.2,61.1
Шоколад,Шоколад Milka с цельным фундуком,555,7.5,36.5,49.0
Шоколад,Шоколад Wispa пористый молочный,506,7.3,31.6,56.0
Шоколад,Шоколад Snickers Super,506,9.6,27.8,54.4
Шоколад,Шоколад Twix 'Xtra,497,4.8,24.9,63.2
Шоколад,Шоколад MilkyWay,452,3.6,16.8,71.7
Шоколад,Шоколад Bounty Райский Ананас,486,3.2,25.6,59.0
Шоколад,Шоколад Ritter Sport молочный с вишней Амарена,574,5.0,38.6,52.0
Шоколад,Шоколад Ritter Sport горький с элитным какао из Эквадора,558,8.3,44.6,31.0
Шоколад,Шоколад Nestle for Men с цельным миндалем,560,8.6,35.8,51.1
Шоколад,Шоколад Шок XXL,497,9.9,26.3,55.2
Шоколад,Шоколад молочный,550,6.9,35.7,54.4
Шоколад,Шоколад Ritter Sport молочный с цельным лесным орехом,559,7.0,38.0,47.0
Шоколад,Шоколад Бабаевский Горький с фундуком,583,7.8,42.9,42.5
Шоколад,Шоколад Nestle for Men с фундуком,572,8.6,36.5,47.8
Шоколад,Шоколад Alpen Gold Фундук и Изюм,493,5.7,25.3,59.6
Шоколад,Шоколад MilkyWay Crispy Rolls,514,7.1,26.4,62.1
Шоколад,Шоколад Kinder,561,8.7,34.7,53.5
Шоколад,Шоколад Snickers с лесным орехом,514,7.5,28.5,56.0
Шоколад,Шоколад M&M's со вкусом лесного ореха,480,5.0,19.6,70.9
Шоколад,Шоколад Mars,453,4.4,18.2,68.0
Шоколад,Шоколад Milka с фундуком,545,6.6,33.8,53.4
Шоколад,Шоколад Ritter Sport горький с цельным лесным орехом,559,8.0,38.7,44.7
Шоколад,Шоколад Nue Bitter Chocolate Cocoa Bean,560,8.0,48.0,25.0
Шоколад,Шоколад Ritter Sport зимний Ванильный Рогалик,571,6.0,38.0,52.0
Напитки безалкогольные,Чай чёрный с молоком и сахаром,43,0.7,0.8,8.2
Напитки безалкогольные,Кофе латте макиато,29,1.5,1.4,2.0
Напитки безалкогольные,Энергетический напиток Adrenaline Rush,52,0.5,0.0,13.0
Напитки безалкогольные,Лёд колотый,,0.0,0.0,0.0
Напитки безалкогольные,Энергетический напиток Red Bull,45,0.0,0.0,11.3
Напитки безалкогольные,Спрайт,29,0.1,0.0,7.0
Напитки безалкогольные,Кофе черный,2,0.2,0.0,0.3
Напитки безалкогольные,Энергетический напиток Burn,49,0.0,0.0,11.6
Напитки безалкогольные,Чай молочный улун (оолонг) сухой,140,20.1,5.1,4.0
Напитки безалкогольные,Вода содовая,,0.0,0.0,0.0
Напитки безалкогольные,Цикорий растворимый сухой,288,4.0,0.0,68.0
Напитки безалкогольные,Кофе с молоком и сахаром,58,0.7,1.0,11.2
Напитки безалкогольные,Пиво Балтика №0 Безалкогольное,33,0.0,0.0,6.1
Напитки безалкогольные,Пиво безалкогольное,26,0.0,0.0,4.7
Напитки безалкогольные,Напиток Nestea Vitao Зеленый чай со вкусом клубники и Алое Вера,32,0.0,0.0,7.5
Напитки безалкогольные,Кофе Чибо растворимый сухой,264,18.1,0.7,46.3
Напитки безалкогольные,Чай каркаде сухой,49,1.9,0.1,12.3
Напитки безалкогольные,Кофе по-ирландски,114,0.0,4.5,4.0
Напитки безалкогольные,Лимонад диетический,2,0.0,0.0,0.0
Напитки безалкогольные,Тоник,34,0.0,0.0,8.3
Напитки безалкогольные,Чай чёрный без сахара,,0.1,0.0,0.0
Напитки безалкогольные,Кола,42,0.0,0.0,10.4
Напитки безалкогольные,Вода минеральная,,0.0,0.0,0.0
Напитки безалкогольные,Кислородный коктейль Экотейль,360,7.0,0.0,83.0
Напитки безалкогольные,Кофейный напиток Nescafé Xpress Choko Latte,52,1.4,1.2,8.3
Напитки безалкогольные,Чай чёрный байховый сухой,152,20.0,5.1,6.9
Напитки безалкогольные,Миринда,31,0.0,0.0,7.5
Напитки безалкогольные,Напиток Nestea Вкус лимона,31,0.0,0.0,7.5
Напитки безалкогольные,Кофейный напиток,337,6.0,4.8,71.2
Напитки безалкогольные,Чай чёрный с лимоном и сахаром,28,0.2,0.1,7.1
Напитки безалкогольные,Огуречный рассол,12,0.0,0.0,0.3
Напитки безалкогольные,Вода,,0.0,0.0,0.0
Напитки безалкогольные,Цикорий растворимый,11,0.1,0.0,2.8
Напитки безалкогольные,Пепси,38,0.0,0.0,8.7
Напитки безалкогольные,Чай зелёный,,0.0,0.0,0.0
Напитки безалкогольные,Чай пуэр сухой,152,20.0,5.1,6.9
Напитки безалкогольные,7up,38,0.0,0.0,8.7
Напитки безалкогольные,Напиток Aqua Minerale Active,18,0.0,0.0,4.5
Напитки безалкогольные,Квас хлебный,27,0.2,0.0,5.2
Напитки безалкогольные,Энергетический напиток Adrenaline Nature,50,0.0,0.0,12.4
Напитки безалкогольные,Чай каркаде,5,0.3,0.0,0.6
Напитки безалкогольные,Энергетический напиток Burn Intense Energy,61,0.0,0.0,14.3
Напитки безалкогольные,Морс брусничный,41,0.1,0.0,10.7
Напитки безалкогольные,Кофе жареный в зёрнах сухой,223,13.9,14.4,15.6
Напитки безалкогольные,Пиво Оболонь Безалкогольное,22,0.0,0.0,4.1
Напитки безалкогольные,Кофе со сгущенным молоком,55,0.7,0.9,10.9
Напитки безалкогольные,Кофе растворимый сухой,94,15.0,3.5,0.0
Напитки безалкогольные,Кофе мокаччино,289,2.8,10.6,46.5
Напитки безалкогольные,Чай красный сухой,152,20.0,5.1,6.9
Напитки безалкогольные,Квас Очаковский,30,0.0,0.0,5.5
Напитки безалкогольные,Напиток Nestea Вкус персика,29,0.0,0.0,6.8
Напитки безалкогольные,Напиток Nestea Вкус лесных ягод,33,0.0,0.0,7.8
Напитки безалкогольные,Энергетический напиток Tiger,46,0.0,0.0,10.8
Напитки безалкогольные,Кофе со сгущенным молоком и сахаром,62,0.6,0.6,13.6
Напитки безалкогольные,Кофейный напиток Nescafé Xpress Vanilla,51,1.4,1.3,8.3
Напитки безалкогольные,Фанта Вкус ананаса,52,0.0,0.0,12.9
Напитки безалкогольные,Чай ройбос (ройбуш) сухой,16,0.8,0.8,1.2
Напитки безалкогольные,Лимонад,26,0.0,0.0,6.4
Напитки безалкогольные,Напиток Nestea Vitao Белый чай со вкусом абрикоса,26,0.0,0.0,6.3
Напитки безалкогольные,Напиток BonAqua Viva,19,0.0,0.0,4.6
Напитки безалкогольные,Пиво Сибирская корона Безалкогольное,26,0.0,0.0,4.7
Напитки безалкогольные,Кофейный напиток iCafe Iced Mocha,52,1.2,1.2,9.2
Напитки безалкогольные,Какао-порошок,374,24.2,17.5,31.9
Напитки безалкогольные,Кофе Maxwell House растворимый сухой,100,14.6,0.0,10.3
Напитки безалкогольные,Чай жёлтый сухой,141,20.0,5.1,4.0
Напитки безалкогольные,Кофейный напиток iCafe Iced French Vanilla Coffe,43,1.0,1.2,7.1
Напитки безалкогольные,Чай масала сухой,379,15.0,15.0,45.0
Напитки безалкогольные,Чай связанный сухой,141,20.0,5.1,4.0
Напитки безалкогольные,Кофе Maxwell House гранулированный сухой,100,14.6,0.0,10.3
Напитки безалкогольные,Кофе натуральный молотый сухой,201,13.9,14.4,4.1
Напитки безалкогольные,Кофе зелёный сухой,222,12.3,0.2,35.7
Напитки безалкогольные,Кола лайт,,0.0,0.0,0.0
Напитки безалкогольные,Какао тёртое,607,13.5,54.0,17.8
Напитки безалкогольные,Фанта,48,0.0,0.0,11.7
Напитки безалкогольные,Кофе Президент молотый сухой,218,13.9,14.4,2.8
Соки и компоты,Грейпфрутовый сок,30,0.9,0.2,6.5
Соки и компоты,Черничный сок,38,0.0,1.0,8.0
Соки и компоты,Абрикосовый компот,85,0.5,0.0,21.0
Соки и компоты,Виноградный сок,54,0.3,0.0,14.0
Соки и компоты,Сливовый компот,96,0.5,0.0,23.9
Соки и компоты,Ананасовый сок,48,0.3,0.1,11.4
Соки и компоты,Томатный сок,21,1.1,0.2,3.8
Соки и компоты,Апельсиновый нектар,43,0.3,0.0,10.1
Соки и компоты,Кисель из вишневого сока,78,0.2,0.0,18.9
Соки и компоты,Тыквенный сок,38,0.0,0.0,9.0
Соки и компоты,Нектариновый нектар,53,0.1,0.0,12.8
Соки и компоты,Черешневый компот,78,0.5,0.0,19.9
Соки и компоты,Черноплодно-рябиновый сок,32,0.1,0.0,7.4
Соки и компоты,Кисель из яблок,97,0.1,0.1,23.7
Соки и компоты,Шиповниковый сок,70,0.1,0.0,17.6
Соки и компоты,Яблочный сок,42,0.4,0.4,9.8
Соки и компоты,Манговый сок,54,0.0,0.0,13.5
Соки и компоты,Апельсиновый сок,36,0.9,0.2,8.1
Соки и компоты,Компот из сухофруктов без сахара,60,0.8,0.0,14.2
Соки и компоты,Вишнёвый нектар,50,0.1,0.0,12.0
Соки и компоты,Свекольный сок,42,1.0,0.0,9.9
Соки и компоты,Сок петрушки,49,3.7,0.4,7.6
Соки и компоты,Айвовый сок,45,0.5,0.0,10.6
Соки и компоты,Лимонный сок,16,0.9,0.1,3.0
Соки и компоты,Клюквенный сок,46,0.4,0.3,11.0
Соки и компоты,Виноградный компот,77,0.5,0.0,19.7
Соки и компоты,Банановый сок,48,0.0,0.0,12.0
Соки и компоты,Абрикосовый сок,38,0.9,0.1,9.0
Соки и компоты,Лаймовый сок,25,0.0,0.0,8.2
Соки и компоты,Грушевый компот,70,0.2,0.0,18.2
Соки и компоты,Гуавовый сок,57,0.1,0.1,13.9
Соки и компоты,Персиковый компот,78,0.5,0.0,19.9
Соки и компоты,Сливовый нектар,46,0.1,0.0,11.0
Соки и компоты,Сок нони,44,0.1,0.3,10.0
Соки и компоты,Яблочный нектар,41,0.1,0.0,10.0
Соки и компоты,Облепиховый сок,52,0.6,3.4,4.3
Соки и компоты,Кисель из сливового варенья,63,0.1,0.0,15.5
Соки и компоты,Томатный сок J-7 с мякотью,22,0.2,0.0,5.3
Соки и компоты,Сок сельдерея,31,0.7,0.3,4.8
Соки и компоты,Грушевый сок,46,0.4,0.3,11.0
Соки и компоты,Сок овощная смесь Тонус Active,25,0.0,0.0,6.2
Соки и компоты,Нектар из маракуйи,41,0.2,0.0,9.8
Соки и компоты,Яблочный компот,85,0.2,0.0,22.1
Соки и компоты,Клубничный сок,31,0.6,0.4,7.0
Соки и компоты,Сок киви,41,0.0,0.3,10.0
Соки и компоты,Морковный сок Золотая Русь экзотик,44,0.0,0.0,11.0
Соки и компоты,Кисель из сушеных яблок,66,0.1,0.0,16.3
Соки и компоты,Персиковый нектар,38,0.2,0.0,9.0
Соки и компоты,Черносмородиновый сок,40,0.5,0.0,7.9
Соки и компоты,Березовый сок,24,0.1,0.0,5.8
Соки и компоты,Вишнёвый компот,99,0.6,0.0,24.5
Соки и компоты,Кисель из кураги,54,0.4,0.0,12.9
Соки и компоты,Сок овощная смесь Золотая Русь,20,0.0,0.0,5.0
Соки и компоты,Мандариновый сок,36,0.8,0.3,8.1
Соки и компоты,Малиновый сок,100,0.8,0.0,24.7
Соки и компоты,"Сок овощной Mr. Овощ с солью, сладким перцем и чесноком",20,0.0,0.0,5.0
Соки и компоты,Ананасовый нектар,54,0.1,0.0,12.9
Соки и компоты,Ананасовый компот,71,0.1,0.1,14.0
Соки и компоты,Кисель из клюквы,53,0.0,0.0,13.0
Соки и компоты,Гранатовый сок,64,0.3,0.0,14.5
Соки и компоты,Нектариновый сок,37,0.4,0.0,8.6
Соки и компоты,Грушевый нектар,37,0.1,0.1,8.8
Соки и компоты,Земляничный сок,41,0.0,0.0,10.0
Соки и компоты,Сливовый сок,39,0.8,0.0,9.6
Соки и компоты,Мандариновый компот,69,0.1,0.0,18.1
Соки и компоты,Огуречный сок,14,0.8,0.1,2.5
Соки и компоты,Черносмородиновый компот,58,0.3,0.1,13.9
Соки и компоты,Морковный сок,28,1.1,0.1,6.4
Соки и компоты,Бузинный сок,27,1.1,0.2,5.1
Соки и компоты,Грейпфрутовый нектар,44,0.2,0.0,10.4
Соки и компоты,Персиковый сок,40,0.9,0.1,9.5
Соки и компоты,Сок папайи,51,0.4,0.1,13.3
Соки и компоты,Нектар тыквенный Удачный,48,0.0,0.0,12.0
Соки и компоты,Арбузный сок,38,0.6,0.1,5.9
Соки и компоты,Вишнёвый сок,47,0.7,0.0,10.2
Соки и компоты,Айвовый компот,79,0.4,0.0,20.0
Салаты,Салат из морских водорослей Чука,120,2.0,6.0,14.0
Салаты,Салат Кальмары готовый,240,7.6,15.4,18.7
Салаты,Салат из морской капусты с зелёным горошком готовый,59,4.0,5.4,0.0
Салаты,Салат Берендей готовый,205,0.8,20.2,5.2
Салаты,Салат Афинский готовый,128,6.2,10.2,2.3
Салаты,Салат Вита готовый,63,1.1,9.0,6.1
Салаты,Морковь по-корейски классическая готовая,134,0.0,9.0,12.9
Салаты,Салат Ариран готовый,235,17.9,17.3,2.1
Салаты,Морковь по-корейски с грибами готовая,71,1.3,5.0,5.7
Салаты,Салат из морской капусты Диетический с крабовыми палочками,84,6.0,3.0,2.0
Салаты,Салат Воскресенский готовый,114,1.1,10.1,4.6
Салаты,Салат Оливье по-домашнему готовый,187,5.1,16.5,3.9
Салаты,Сельдь под шубой готовая,193,5.1,16.2,7.3
Салаты,Салат Курочка-ряба готовый,261,11.4,22.4,3.9
Салаты,Салат Печеночный готовый,164,5.6,14.4,3.2
Салаты,Салат из корейской спаржи готовый,114,1.2,14.3,3.0
Салаты,Салат Лосось готовый,275,8.3,14.2,17.7
Салаты,Салат Витаминка готовый,137,1.0,10.1,10.8
Салаты,Салат Оливье с колбасой готовый,198,5.4,16.7,7.0
Салаты,Салат Испанский готовый,288,12.3,24.5,1.9
Салаты,Салат Пикантный готовый,202,5.9,17.7,4.6
Салаты,Салат Крабовый готовый,128,9.2,7.4,5.9
Салаты,Морковь по-корейски с кальмарами готовая,152,5.3,11.4,7.7
Салаты,Винегрет особый готовый,218,6.3,18.8,15.9
Салаты,Салат Бордо готовый,214,3.5,19.0,7.9
Салаты,Салат Сыр с грибами готовый,189,17.0,13.3,0.2
Салаты,Салат Катюша готовый,90,1.6,7.0,5.5
Салаты,Салат Грибной готовый,156,3.2,13.9,4.4
Салаты,Салат Дальневосточный готовый,59,0.6,3.1,7.3
Салаты,Салат Монастырский готовый,198,1.5,18.1,7.4
Салаты,Салат Жемчужина готовый,103,2.9,7.1,7.0
Салаты,Салат Крабовые палочки готовый,217,6.6,14.8,13.7
Салаты,Салат Итальянский с ветчиной готовый,288,9.5,14.6,31.7
Салаты,Ассорти мясное,264,11.3,23.5,0.9
Салаты,Салат из морской капусты с майонезом и ткемалевым соусом готовый,59,4.0,5.4,0.0
Салаты,Салат Московский готовый,227,5.3,20.2,6.1
Салаты,Салат Фермер готовый,179,4.7,16.6,2.7
Салаты,Баклажаны фаршированные готовые,79,1.5,6.1,7.3
Салаты,Салат Оливье с мясом готовый,198,5.4,16.7,7.0
Салаты,Салат Морской дар готовый,239,7.4,20.2,2.6
Салаты,Салат Кальмары фаршированные готовый,234,10.2,16.2,11.8
Салаты,Морковь по-корейски острая готовая,134,0.0,9.0,12.9
Салаты,Салат Вкус Италии готовый,153,11.8,11.0,1.5
Салаты,Ассорти рыбное,78,10.4,4.7,0.5
Салаты,Салат Мимоза готовый,183,5.7,14.8,7.2
Салаты,Салат Фаворит готовый,178,16.6,12.3,0.4
Салаты,Свекла с сыром готовая,162,1.9,13.4,9.1
Салаты,Семга под шубой готовая,310,18.0,24.5,4.3
Салаты,Салат Венский готовый,299,10.2,27.5,2.5
Салаты,Морковь по-корейски с капустой готовая,113,0.0,9.0,5.3
Салаты,Морская капуста по-корейски готовая,80,0.9,7.2,3.1
Салаты,Винегрет овощной готовый,75,1.8,3.7,8.8
Салаты,Салат из цветной капусты готовый,47,2.0,2.5,4.5
Салаты,Салат Камчатский готовый,73,8.1,1.7,6.1
Салаты,Салат Охотничий готовый,219,14.4,14.8,7.3
Салаты,Салат Восторг готовый,205,4.6,17.2,8.3
Салаты,Ассорти овощное,19,1.0,0.1,3.3
Салаты,Салат Сеул готовый,106,6.9,7.6,4.5
Салаты,Салат Дарьюшка из морской капусты готовый,320,5.5,20.0,8.0
Салаты,Баклажаны по-корейски готовые,109,0.0,9.0,6.5
Салаты,Опята остренькие готовые,110,2.0,9.5,4.3
Салаты,Салат Морское ассорти готовый,71,1.4,4.3,7.3
Салаты,Салат Татьянин день готовый,161,4.0,15.0,2.8
Салаты,Салат Розовый фламинго готовый,206,7.3,16.0,5.8
Салаты,Салат Русалочка готовый,203,7.8,15.6,2.7
Салаты,Салат Чешский готовый,149,14.0,9.0,3.4
Салаты,Морковь с чесноком и орехами готовая,148,2.0,11.5,9.3
Салаты,Салат Птица по-английски готовый,216,12.6,17.9,1.2
Салаты,Салат Фунчоза готовый,82,0.2,3.5,6.4
Салаты,Салат Сытницкий готовый,292,9.2,27.6,2.0
Салаты,Салат Маяк готовый,262,9.6,24.0,2.6
Салаты,Салат Оливье с ветчиной готовый,198,5.4,16.7,7.0
Салаты,Салат Солнышко готовый,239,10.0,20.3,3.7
Салаты,Салат Дары Сибири готовый,59,1.3,3.6,5.7
Салаты,Салат Столичный готовый,217,7.6,18.8,6.4
Салаты,Салат Мираж готовый,152,15.0,8.8,3.3
Салаты,Салат Алые паруса готовый,189,6.9,14.8,7.8
Салаты,Свекла с орехами готовая,225,3.2,20.0,8.6
Салаты,Салат Фитнес готовый,192,1.9,10.1,23.8
Салаты,Салат Красная шапочка готовый,288,7.7,25.6,5.8
Салаты,Морковь по-корейски со спаржей готовая,95,1.5,7.1,6.1
Салаты,Салат Находка готовый,223,3.4,21.0,4.6
Салаты,Салат Русский узор готовый,177,3.2,14.9,8.2
Салаты,Салат из морской капусты с луком и пряностями,176,0.0,18.3,0.3
Салаты,Салат Витаминный готовый,146,1.4,13.4,5.8
Салаты,Салат Мясной готовый,214,8.8,16.7,5.0
Первые блюда,Уха,46,3.4,1.0,5.5
Первые блюда,Суп Hortex осенний,34,2.5,0.3,3.7
Первые блюда,Рассольник,42,1.4,2.0,5.0
Первые блюда,Суп из помидоров,28,1.3,1.8,1.9
Первые блюда,Суп грибной,50,1.9,2.4,5.7
Первые блюда,Суп рисовый с мясом,34,0.7,1.1,5.2
Первые блюда,Суп из лука-порея с макаронами,39,1.4,1.1,6.6
Первые блюда,Суп картофельный,39,1.4,1.1,6.6
Первые блюда,Солянка овощная из квашеной капусты,134,3.3,10.5,6.6
Первые блюда,Суп из зелёного горошка,56,3.2,1.2,11.2
Первые блюда,Суп молочный с рисом,54,1.8,1.9,7.3
Первые блюда,Суп картофельный с крупой,54,1.3,1.2,9.5
Первые блюда,Борщ 4 сезона Московский,51,3.5,0.1,8.9
Первые блюда,Суп-пюре из рисовой крупы,48,1.4,1.3,7.7
Первые блюда,Окрошка на кефире,47,3.1,1.9,4.3
Первые блюда,Суп харчо с мясом,75,3.1,4.5,5.5
Первые блюда,Суп из помидоров с макаронами,35,1.5,1.8,3.3
Первые блюда,Суп луковый,44,1.4,2.7,4.0
Первые блюда,Суп фасолевый,62,4.0,1.8,10.0
Первые блюда,Щи из свежей капусты (готовые),31,0.9,2.1,3.1
Первые блюда,Бульон грибной,3,0.5,0.1,0.0
Первые блюда,Щи из квашеной капусты с картофелем,32,0.6,2.1,2.7
Первые блюда,Суп щавелевый,40,1.6,2.5,2.9
Первые блюда,Суп Hortex из цветной капусты с картофелем и укропом,36,1.9,0.2,5.4
Первые блюда,Окрошка мясная с квасом,52,2.1,1.7,6.3
Первые блюда,Суп из помидоров с рисом,37,1.5,1.8,3.9
Первые блюда,Бульон говяжий,4,0.6,0.2,0.0
Первые блюда,Суп из сельдерея,37,1.6,1.8,4.5
Первые блюда,Солянка сборная мясная,69,5.2,4.6,1.7
Первые блюда,Бульон куриный постный,1,0.1,0.0,0.0
Первые блюда,Суп из стручковой фасоли,43,2.2,0.6,8.9
Первые блюда,Борщ Сибирский с фрикадельками,82,5.8,5.3,5.0
Первые блюда,Суп Итальянский с мелкой пастой,310,18.0,1.5,55.0
Первые блюда,Щи суточные,34,0.6,2.8,1.5
Первые блюда,Свекольник,36,0.5,2.0,4.2
Первые блюда,Суп овощной с фасолью,46,1.6,2.1,5.2
Первые блюда,Борщ из свежей капусты с мясом,63,4.4,3.6,5.5
Первые блюда,Суп Турецкий с Булгуром,310,19.0,1.5,54.0
Первые блюда,Борщ летний холодный,49,1.1,2.1,6.4
Первые блюда,Бульон рыбный,2,0.4,0.0,0.0
Первые блюда,Суп Hortex грибной с подберезовиками,52,2.7,0.3,8.2
Первые блюда,Суп 4 сезона из цветной капусты,38,0.1,0.1,8.4
Первые блюда,Суп пшенный с мясом,57,2.9,2.2,6.4
Первые блюда,Суп с бобовыми,66,3.4,2.2,1.4
Первые блюда,Борщ украинский,49,1.1,2.2,6.7
Первые блюда,Солянка Домашняя,64,3.5,3.5,4.3
Первые блюда,Суп Hortex с шампиньонами,37,1.9,0.3,5.6
Первые блюда,Суп гороховый,66,4.4,2.4,8.9
Первые блюда,Суп Hortex президентский,25,1.3,0.2,3.4
Первые блюда,Суп лимонный с рисом,58,1.4,2.2,8.7
Первые блюда,Суп 4 сезона щавелевый,52,1.7,0.1,11.7
Первые блюда,Суп перловый с грибами,43,1.6,1.2,6.4
Первые блюда,Бульон овощной,5,0.2,0.1,0.9
Первые блюда,Бульон куриный,15,2.0,0.5,0.3
Первые блюда,Суп Азиатский из фасоли,280,21.0,2.0,44.0
Первые блюда,Суп фруктовый из яблок,42,0.1,0.1,11.8
Первые блюда,Суп Hortex щавелевый,45,1.3,0.4,7.9
Первые блюда,Суп картофельный с макаронными изделиями,48,1.3,1.0,8.4
Первые блюда,Суп Hortex зимний,32,2.1,0.3,3.5
Первые блюда,Суп овощной,43,1.7,1.8,6.2
Первые блюда,Суп молочный с макаронами,58,2.2,1.9,7.9
Первые блюда,Солянка овоще-грибная из свежей капусты,106,3.6,7.0,7.1
Первые блюда,Суп Hortex итальянский,32,1.8,0.3,4.1
Первые блюда,Суп из цветной капусты (общепит),28,1.6,0.5,4.9
Первые блюда,Борщ сибирский,48,1.9,1.5,6.8
Первые блюда,Щи из свежей капусты с картофелем,38,1.0,3.8,2.1
Первые блюда,Бульон куриный крепкий домашний,36,2.5,1.2,3.5
Первые блюда,Солянка рыбная,25,2.4,1.2,1.2
Первые блюда,Борщ Hortex украинский,31,1.4,0.2,4.8
Первые блюда,Суп из шпината с картофелем,40,2.2,0.9,6.6
McDonalds,Салат Овощной McDonalds,60,2.0,3.0,5.0
McDonalds,Сэндвич Двойной Чизбургер,450,27.0,24.0,31.0
McDonalds,Макзавтрак МакМаффин с яйцом и свиной котлетой,435,24.0,25.0,27.0
McDonalds,Морковные палочки McDonalds,27,1.0,0.0,6.0
McDonalds,Напиток Кофе McDonalds 200 мл,7,0.6,0.2,0.6
McDonalds,Сэндвич Биг Тейсти,850,44.0,52.0,50.0
McDonalds,Десерт Макфлурри с рисовыми шариками,340,6.0,8.0,61.0
McDonalds,Напиток Чай чёрный/зелёный McDonalds,,0.0,0.0,0.0
McDonalds,Напиток Кока-Кола Лайт McDonalds 400 мл,2,0.4,0.0,0.0
McDonalds,Сэндвич Чикен Эмменталь,625,29.0,35.0,48.0
McDonalds,Яблочные дольки McDonalds,38,0.0,0.0,8.0
McDonalds,Сэндвич Биг Брекфаст Ролл,655,27.0,36.0,54.0
McDonalds,Макзавтрак Хашбраун,135,1.0,8.0,14.0
McDonalds,Десерт Маффин с шоколадом,350,6.0,12.0,55.0
McDonalds,Напиток Апельсиновый сок McDonalds 400 мл,190,3.0,1.0,41.0
McDonalds,Макзавтрак Чикен Фреш МакМаффин,365,19.0,13.0,41.0
McDonalds,Макзавтрак Блины с джемом,303,7.0,3.0,57.0
McDonalds,Большой завтрак McDonalds,640,30.0,30.0,62.0
McDonalds,Сэндвич Роял Чизбургер,530,32.0,28.0,36.0
McDonalds,Сэндвич Фиш Ролл,475,17.0,23.0,49.0
McDonalds,Макзавтрак Блины стандартные,235,7.0,3.0,45.0
McDonalds,Десерт Мороженое с карамелью,325,5.0,7.0,60.0
McDonalds,Макзавтрак Овсяная каша стандартная,150,4.0,4.0,23.0
McDonalds,Сэндвич Макчикен,435,20.0,19.0,44.0
McDonalds,Макзавтрак Овсяная каша с мёдом,210,4.0,4.0,35.0
McDonalds,Напиток Капучино McDonalds 300 мл,125,6.0,7.0,9.0
McDonalds,Соус кисло-сладкий McDonalds,49,0.1,0.3,12.0
McDonalds,Большой завтрак McDonalds с мёдом,685,30.0,35.0,60.0
McDonalds,Сэндвич Биф Ролл,520,20.0,29.0,43.0
McDonalds,Соус кетчуп McDonalds,27,0.0,0.3,6.6
McDonalds,Салат Цезарь McDonalds,190,15.0,10.0,9.0
McDonalds,Напиток Кофе Глясе McDonalds,125,4.0,3.0,19.0
McDonalds,Десерт Маффин с чёрной смородиной,370,5.0,18.0,47.0
McDonalds,Сэндвич Роял Де Люкс,555,30.0,29.0,42.0
McDonalds,Сэндвич Филе-о-фиш,320,14.0,13.0,36.0
McDonalds,Десерт Мороженое с шоколадом,315,6.0,9.0,52.0
McDonalds,Коктейль клубничный McDonalds 400 мл,385,9.0,7.0,71.0
McDonalds,Десерт Мороженое с клубникой,265,5.0,5.0,50.0
McDonalds,Сэндвич Фреш Ролл,610,25.0,38.0,40.0
McDonalds,Десерт Вафельный рожок McDonalds,135,3.0,4.0,22.0
McDonalds,Макзавтрак МакТост,255,10.0,10.0,30.0
McDonalds,Макзавтрак Снек Ролл с омлетом и беконом,320,16.0,16.0,27.0
McDonalds,Напиток Кофе Латте McDonalds,125,6.0,7.0,10.0
McDonalds,Коктейль шоколадный McDonalds 400 мл,395,10.0,8.0,70.0
McDonalds,Десерт Макфлурри Де Люкс карамельно-шоколадный,400,7.0,10.0,71.0
McDonalds,Коктейль ванильный McDonalds 400 мл,385,9.0,7.0,71.0
McDonalds,Напиток Кока-Кола McDonalds 400 мл,170,0.0,0.0,42.0
McDonalds,Сэндвич Чикен Бекон,680,27.0,36.0,60.0
McDonalds,Напиток Двойной Эспрессо McDonalds,3,0.2,0.1,0.2
McDonalds,Большой завтрак McDonalds с джемом,675,30.0,35.0,58.0
McDonalds,Картофель фри McDonalds (средняя порция),340,5.0,17.0,42.0
McDonalds,Соус барбекю McDonalds,48,0.2,0.3,11.0
McDonalds,Макзавтрак Овсяная каша с клюквой и изюмом,212,4.3,4.0,38.0
McDonalds,Макзавтрак МакТост с ветчиной,280,14.0,11.0,30.0
McDonalds,Сэндвич Чизбургер,305,16.0,13.0,30.0
